"County","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Windham County","09015","2013-2017","White Alone","Number","Per Capita Income",31680
"Windham County","09015","2013-2017","White Alone","Number","Margins of Error",751
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",32659
"Windham County","09015","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",769
"Windham County","09015","2014-2018","All","Number","Per Capita Income",31106
"Windham County","09015","2014-2018","All","Number","Margins of Error",686
"Windham County","09015","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",15369
"Windham County","09015","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",5194
"Windham County","09015","2014-2018","Asian Alone","Number","Per Capita Income",20449
"Windham County","09015","2014-2018","Asian Alone","Number","Margins of Error",7757
"Windham County","09015","2014-2018","Black or African American Alone","Number","Per Capita Income",17129
"Windham County","09015","2014-2018","Black or African American Alone","Number","Margins of Error",4909
"Windham County","09015","2014-2018","Hispanic or Latino","Number","Per Capita Income",15879
"Windham County","09015","2014-2018","Hispanic or Latino","Number","Margins of Error",1315
"Windham County","09015","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Windham County","09015","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Windham County","09015","2014-2018","Some Other Race Alone","Number","Per Capita Income",14436
"Windham County","09015","2014-2018","Some Other Race Alone","Number","Margins of Error",2883
"Windham County","09015","2014-2018","Two or More Races","Number","Per Capita Income",18045
"Windham County","09015","2014-2018","Two or More Races","Number","Margins of Error",2981
"Windham County","09015","2014-2018","White Alone","Number","Per Capita Income",32880
"Windham County","09015","2014-2018","White Alone","Number","Margins of Error",779
"Windham County","09015","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",33965
"Windham County","09015","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",798
