"County","FIPS","Year","Race/Ethnicity","Age","Poverty Status","Measure Type","Variable","Value"
"Fairfield County","09001","2005-2009","White Alone","Total","Below Poverty Level","Percent","Margins of Error",0.33
"Fairfield County","09001","2005-2009","White Alone","Total","Poverty Status Determined","Number","Poverty Status",680412
"Fairfield County","09001","2005-2009","White Alone","Total","Poverty Status Determined","Number","Margins of Error",3114
"Fairfield County","09001","2005-2009","White Alone","Under 18","Below Poverty Level","Number","Poverty Status",8389
"Fairfield County","09001","2005-2009","White Alone","Under 18","Below Poverty Level","Number","Margins of Error",732.26
"Fairfield County","09001","2005-2009","White Alone","Under 18","Below Poverty Level","Percent","Poverty Status",5.06
"Fairfield County","09001","2005-2009","White Alone","Under 18","Below Poverty Level","Percent","Margins of Error",0.44
"Fairfield County","09001","2005-2009","White Alone","Under 18","Poverty Status Determined","Number","Poverty Status",165954
"Fairfield County","09001","2005-2009","White Alone","Under 18","Poverty Status Determined","Number","Margins of Error",1902.44
"Fairfield County","09001","2005-2009","White Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",24.39
"Fairfield County","09001","2005-2009","White Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",0.26
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",23542
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",1833
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",3.91
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",0.3
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",602370
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",2012
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",4154
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",502.66
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",2.92
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Below Poverty Level","Percent","Margins of Error",0.35
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Poverty Status",142092
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Number","Margins of Error",1628.48
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Poverty Status",23.59
"Fairfield County","09001","2005-2009","White Alone Not Hispanic or Latino","Under 18","Poverty Status Determined","Percent","Margins of Error",0.26
"Fairfield County","09001","2006-2010","All","Total","Below Poverty Level","Number","Poverty Status",70391
"Fairfield County","09001","2006-2010","All","Total","Below Poverty Level","Number","Margins of Error",3405
"Fairfield County","09001","2006-2010","All","Total","Below Poverty Level","Percent","Poverty Status",7.96
"Fairfield County","09001","2006-2010","All","Total","Below Poverty Level","Percent","Margins of Error",0.38
"Fairfield County","09001","2006-2010","All","Total","Poverty Status Determined","Number","Poverty Status",884562
"Fairfield County","09001","2006-2010","All","Total","Poverty Status Determined","Number","Margins of Error",1708
"Fairfield County","09001","2006-2010","All","Under 18","Below Poverty Level","Number","Poverty Status",21200
"Fairfield County","09001","2006-2010","All","Under 18","Below Poverty Level","Number","Margins of Error",1184.09
"Fairfield County","09001","2006-2010","All","Under 18","Below Poverty Level","Percent","Poverty Status",9.38
"Fairfield County","09001","2006-2010","All","Under 18","Below Poverty Level","Percent","Margins of Error",0.51
"Fairfield County","09001","2006-2010","All","Under 18","Poverty Status Determined","Number","Poverty Status",225966
"Fairfield County","09001","2006-2010","All","Under 18","Poverty Status Determined","Number","Margins of Error",2396.96
"Fairfield County","09001","2006-2010","All","Under 18","Poverty Status Determined","Percent","Poverty Status",25.55
"Fairfield County","09001","2006-2010","All","Under 18","Poverty Status Determined","Percent","Margins of Error",0.27
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Poverty Status",61
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Below Poverty Level","Number","Margins of Error",57
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Poverty Status",5.39
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Below Poverty Level","Percent","Margins of Error",4.92
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Poverty Status",1132
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Total","Poverty Status Determined","Number","Margins of Error",227
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Poverty Status",32
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Number","Margins of Error",409.53
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Poverty Status",16.08
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Below Poverty Level","Percent","Margins of Error",202.28
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Poverty Status",199
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Number","Margins of Error",468.54
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",17.58
"Fairfield County","09001","2006-2010","American Indian and Alaska Native Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",41.24
"Fairfield County","09001","2006-2010","Asian Alone","Total","Below Poverty Level","Number","Poverty Status",2946
"Fairfield County","09001","2006-2010","Asian Alone","Total","Below Poverty Level","Number","Margins of Error",650
"Fairfield County","09001","2006-2010","Asian Alone","Total","Below Poverty Level","Percent","Poverty Status",7.36
"Fairfield County","09001","2006-2010","Asian Alone","Total","Below Poverty Level","Percent","Margins of Error",1.62
"Fairfield County","09001","2006-2010","Asian Alone","Total","Poverty Status Determined","Number","Poverty Status",40004
"Fairfield County","09001","2006-2010","Asian Alone","Total","Poverty Status Determined","Number","Margins of Error",607
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Below Poverty Level","Number","Poverty Status",657
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Below Poverty Level","Number","Margins of Error",241.19
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Below Poverty Level","Percent","Poverty Status",6.32
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Below Poverty Level","Percent","Margins of Error",2.3
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Poverty Status Determined","Number","Poverty Status",10398
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Poverty Status Determined","Number","Margins of Error",543.41
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",25.99
"Fairfield County","09001","2006-2010","Asian Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",1.3
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Below Poverty Level","Number","Poverty Status",17285
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Below Poverty Level","Number","Margins of Error",1584
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Below Poverty Level","Percent","Poverty Status",18.68
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Below Poverty Level","Percent","Margins of Error",1.7
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Poverty Status Determined","Number","Poverty Status",92524
"Fairfield County","09001","2006-2010","Black or African American Alone","Total","Poverty Status Determined","Number","Margins of Error",1075
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Below Poverty Level","Number","Poverty Status",7097
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Below Poverty Level","Number","Margins of Error",685.59
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Below Poverty Level","Percent","Poverty Status",26.56
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Below Poverty Level","Percent","Margins of Error",2.32
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Poverty Status Determined","Number","Poverty Status",26724
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Poverty Status Determined","Number","Margins of Error",1106.9
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Poverty Status",28.88
"Fairfield County","09001","2006-2010","Black or African American Alone","Under 18","Poverty Status Determined","Percent","Margins of Error",1.15
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Below Poverty Level","Number","Poverty Status",25995
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Below Poverty Level","Number","Margins of Error",2398
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Below Poverty Level","Percent","Poverty Status",18.3
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Below Poverty Level","Percent","Margins of Error",1.69
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Poverty Status Determined","Number","Poverty Status",142026
"Fairfield County","09001","2006-2010","Hispanic or Latino","Total","Poverty Status Determined","Number","Margins of Error",420
"Fairfield County","09001","2006-2010","Hispanic or Latino","Under 18","Below Poverty Level","Number","Poverty Status",8887
"Fairfield County","09001","2006-2010","Hispanic or Latino","Under 18","Below Poverty Level","Number","Margins of Error",776.01
"Fairfield County","09001","2006-2010","Hispanic or Latino","Under 18","Below Poverty Level","Percent","Poverty Status",20.54
